incident_id,control_id,barrier_type_ps,barrier_level,lod_industry_standard,barrier_condition,barrier_role_norm,source_agency,provider_bucket,supporting_text_count,lod_numeric,pathway_sequence,total_prev_barriers_incident,total_mit_barriers_incident,total_failed_incident,total_hf_failed_incident,num_threats_in_sequence,num_threats_in_lod_numeric,flag_environmental_threat,flag_electrical_failure,flag_procedural_error,flag_mechanical_failure,y_fail,y_hf_fail,hf_contrib_binary,barrier_failed_expert,barrier_failed_human_expert,barrier_failed_rule,failed_mismatch,barrier_status,barrier_type,line_of_defense,flag_communication_breakdown,is_degradation_control,barrier_family,incident_has_threat_data
mgpi-processing-inc-toxic-chemical-release-,C-001,hardware_barrier,prevention,Process Control,degraded,protect,CSB,csb,3,1,1,4,1,2,1,5,5,1,0,1,1,0,1,1,0,1,0,0,degraded,engineering,1st,1,0,overpressurization_gas_discharge_gas_isolation,1
mgpi-processing-inc-toxic-chemical-release-,C-002,hardware_barrier,prevention,Process Control,ineffective,other,CSB,csb,3,1,1,4,1,2,1,5,5,1,0,1,1,1,0,1,1,0,1,0,failed,engineering,1st,1,0,overpressurization_gas_discharge_gas_isolation,1
mgpi-processing-inc-toxic-chemical-release-,C-003,hardware_barrier,prevention,Structural Integrity,ineffective,other,CSB,csb,3,1,1,4,1,2,1,5,5,1,0,1,1,1,0,0,1,0,1,0,failed,engineering,1st,1,0,mechanical_integrity,1
mgpi-processing-inc-toxic-chemical-release-,C-004,hardware_barrier,prevention,Structural Integrity,ineffective,other,CSB,csb,2,1,1,4,1,2,1,5,5,1,0,1,1,0,0,0,0,0,1,1,not_installed,engineering,1st,1,0,mechanical_integrity,1
midland-resource-recovery-explosion-,C-003,hardware_barrier,prevention,Structural Integrity,ineffective,pressure_relief,CSB,csb,2,2,1,1,2,2,1,1,2,0,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,mechanical_integrity,1
millard-refrigerated-services-ammonia-release,C-002,hardware_barrier,prevention,Process Control,ineffective,pressure_relief,CSB,csb,2,1,1,2,2,2,1,6,6,1,0,1,1,1,0,0,1,0,1,0,bypassed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
millard-refrigerated-services-ammonia-release,C-003,hardware_barrier,prevention,Structural Integrity,ineffective,other,CSB,csb,3,1,1,2,2,2,1,6,6,1,0,1,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,mechanical_integrity,1
optima-belle-explosion-and-fire,C-003,hardware_barrier,prevention,Process Control,ineffective,pressure_relief,CSB,csb,3,1,1,1,3,3,1,3,3,0,0,1,1,1,1,1,1,1,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
packaging-corporation-of-america-hot-work-explosion-,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,pressure_relief,CSB,csb,3,1,1,3,2,3,0,3,3,1,1,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
packaging-corporation-of-america-hot-work-explosion-,C-006,hardware_barrier,prevention,Structural Integrity,status_unknown,isolate_shutdown,CSB,csb,2,1,1,3,2,3,0,3,3,1,1,0,1,0,0,0,0,0,0,0,unknown,engineering,1st,0,0,mechanical_integrity,1
packaging-corporation-of-america-hot-work-explosion-,C-010,hardware_barrier,prevention,Structural Integrity,ineffective,other,CSB,csb,3,1,1,3,2,3,0,3,3,1,1,0,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,mechanical_integrity,1
philadelphia-energy-solutions-pes-refinery-fire-and-explosions-,C-002,hardware_barrier,prevention,Structural Integrity,ineffective,other,CSB,csb,3,1,1,4,3,3,0,5,5,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
philadelphia-energy-solutions-pes-refinery-fire-and-explosions-,C-006,hardware_barrier,prevention,Structural Integrity,effective,isolate_shutdown,CSB,csb,1,1,1,4,3,3,0,5,5,1,0,0,1,0,0,0,0,0,0,0,active,engineering,1st,0,0,mechanical_integrity,1
philadelphia-energy-solutions-pes-refinery-fire-and-explosions-,C-007,hardware_barrier,prevention,Structural Integrity,ineffective,isolate_shutdown,CSB,csb,3,1,1,4,3,3,0,5,5,1,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,mechanical_integrity,1
philadelphia-energy-solutions-pes-refinery-fire-and-explosions-,C-008,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,CSB,csb,3,1,1,4,3,3,0,5,5,1,0,0,1,0,0,1,0,0,0,0,active,engineering,1st,0,0,detection_monitoring_alarms,1
pryor-trust-fatal-gas-well-blowout-and-fire,C-001,hardware_barrier,prevention,Process Control,ineffective,other,CSB,csb,3,1,1,2,4,6,3,3,3,1,0,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
pryor-trust-fatal-gas-well-blowout-and-fire,C-006,hardware_barrier,prevention,Process Control,degraded,other,CSB,csb,1,1,1,2,4,6,3,3,3,1,0,1,1,1,1,1,1,1,0,1,degraded,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
silver-eagle-refinery-flash-fire-and-explosion-and-catastrophic-pipe-explosion,C-001,hardware_barrier,prevention,Structural Integrity,degraded,other,CSB,csb,2,1,1,2,2,2,0,3,3,0,0,0,1,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,mechanical_integrity,1
silver-eagle-refinery-flash-fire-and-explosion-and-catastrophic-pipe-explosion,C-004,hardware_barrier,prevention,Structural Integrity,effective,control,CSB,csb,2,1,1,2,2,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,active,engineering,1st,0,0,mechanical_integrity,1
sunoco-logistics-partners-flash-fire,C-002,hardware_barrier,prevention,Process Control,ineffective,other,CSB,csb,3,2,2,4,0,3,0,3,3,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
sunoco-logistics-partners-flash-fire,C-003,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,CSB,csb,4,2,2,4,0,3,0,3,3,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,detection_monitoring_alarms,1
sunoco-logistics-partners-flash-fire,C-007,hardware_barrier,prevention,Alarm and Operator Response,ineffective,isolate_shutdown,CSB,csb,3,2,2,4,0,3,0,3,3,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,detection_monitoring_alarms,1
sunoco-logistics-partners-flash-fire,C-008,hardware_barrier,prevention,Structural Integrity,ineffective,other,CSB,csb,2,1,1,4,0,3,0,3,1,0,0,1,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,mechanical_integrity,1
tesoro-anacortes-refinery-fatal-explosion-and-fire-,C-001,hardware_barrier,prevention,Process Control,ineffective,other,CSB,csb,3,1,1,3,3,2,0,4,4,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
tesoro-anacortes-refinery-fatal-explosion-and-fire-,C-002,hardware_barrier,prevention,Structural Integrity,ineffective,other,CSB,csb,3,1,1,3,3,2,0,4,4,1,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,mechanical_integrity,1
tesoro-anacortes-refinery-fatal-explosion-and-fire-,C-012,hardware_barrier,prevention,Alarm and Operator Response,degraded,other,CSB,csb,2,2,2,3,3,2,0,4,3,1,0,0,1,0,0,0,0,0,0,0,degraded,engineering,2nd,0,0,detection_monitoring_alarms,1
tesoro-martinez-sulfuric-acid-spill,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,verify_inspect,CSB,csb,3,1,1,2,1,2,2,4,4,0,1,1,1,1,1,1,1,1,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
tesoro-martinez-sulfuric-acid-spill,C-004,hardware_barrier,prevention,Structural Integrity,ineffective,other,CSB,csb,3,1,1,2,1,2,2,4,4,0,1,1,1,1,1,1,1,1,1,0,not_installed,engineering,1st,0,0,mechanical_integrity,1
ts-usa-molten-salt-eruption,C-005,hardware_barrier,prevention,Process Containment,ineffective,other,CSB,csb,2,1,1,1,1,1,0,2,2,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,fluid_discharge_and_containment,1
us-ink-fire,C-003,hardware_barrier,prevention,Alarm and Operator Response,degraded,detect,CSB,csb,2,1,1,2,2,2,2,2,2,1,0,0,0,1,1,1,1,1,0,1,degraded,engineering,1st,0,0,detection_monitoring_alarms,1
us-ink-fire,C-004,hardware_barrier,prevention,Structural Integrity,ineffective,protect,CSB,csb,2,1,1,2,2,2,2,2,2,1,0,0,0,1,1,1,1,1,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
watson-grinding-fatal-explosion-and-fire-,C-002,hardware_barrier,prevention,Structural Integrity,ineffective,isolate_shutdown,CSB,csb,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
wendland-1h-well-fatal-explosion-,C-002,hardware_barrier,prevention,Process Control,degraded,other,CSB,csb,4,1,1,3,1,3,0,4,2,1,0,1,1,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
wendland-1h-well-fatal-explosion-,C-003,hardware_barrier,prevention,Process Control,ineffective,control,CSB,csb,3,2,2,3,1,3,0,4,2,1,0,1,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
wendland-1h-well-fatal-explosion-,C-004,hardware_barrier,prevention,Process Control,ineffective,isolate_shutdown,CSB,csb,3,2,2,3,1,3,0,4,2,1,0,1,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
west-fertilizer-explosion-and-fire-,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,suppress_extinguish,CSB,csb,1,1,1,2,0,0,0,3,3,1,0,0,0,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,mechanical_integrity,1
west-fertilizer-explosion-and-fire-,C-010,hardware_barrier,prevention,Structural Integrity,ineffective,other,CSB,csb,3,1,1,2,0,0,0,3,3,1,0,0,0,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,mechanical_integrity,1
yenkin-majestic-resin-plant-vapor-cloud-explosion-and-fire,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,other,CSB,csb,4,1,1,3,6,4,2,4,4,0,1,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
yenkin-majestic-resin-plant-vapor-cloud-explosion-and-fire,C-003,hardware_barrier,prevention,Alarm and Operator Response,ineffective,isolate_shutdown,CSB,csb,3,1,1,3,6,4,2,4,4,0,1,1,1,1,1,1,1,1,1,0,failed,engineering,1st,0,0,detection_monitoring_alarms,1
yenkin-majestic-resin-plant-vapor-cloud-explosion-and-fire,C-004,hardware_barrier,prevention,Process Control,ineffective,isolate_shutdown,CSB,csb,2,1,1,3,6,4,2,4,4,0,1,1,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
